#gene	KO-hom	KO-het	DMG-hom	DMG-het	BEN-hom	BEN-het
AK097500	0	0	0	0	0	41
AK097618	0	0	0	0	25	453
AK097625	0	0	0	0	20	328
AK097658	0	0	0	0	0	32
AK097686	0	0	0	0	1	166
AK097694	0	0	0	0	10	141
AK097706	0	0	0	0	11	305
AK097759	0	0	0	0	43	625
AK097791	0	0	0	0	14	406
AK097794	0	0	0	0	0	8
AK097814	0	0	1	21	0	0
AK097866	0	0	0	0	45	926
AK097878	0	0	0	4	2	146
AK097910	0	0	0	0	0	33
AK097957	0	0	0	0	2	123
AK098067	0	0	0	0	0	59
AK098303	0	0	0	0	66	1379
AK098481	0	0	0	0	2	242
AK098491	0	0	0	0	34	663
AK098548	0	0	0	0	6	65
AK098665	0	0	0	0	1	37
AK098705	0	0	0	0	26	377
AK098727	0	0	0	0	0	1
AK098769	0	0	0	0	18	553
AK1	0	0	1	72	5	228
AK122764	0	0	0	0	6	193
AK123181	0	0	0	0	22	487
AK123292	0	0	0	0	11	236
AK123298	0	0	0	0	13	228
AK123314	0	0	0	0	37	1000
AK123332	0	0	0	0	11	368
AK123393	0	0	0	0	2	126
AK123416	0	0	0	0	20	482
AK123450	0	4	0	0	0	0
AK123459	0	0	0	0	4	374
AK123582	0	1	5	182	20	341
AK123654	0	0	0	0	61	632
AK123771	0	0	0	0	31	821
AK123868	0	0	0	0	0	2
AK123872	0	0	0	12	3	284
AK123878	0	4	0	1	11	290
AK123947	0	0	0	0	0	20
AK123976	0	0	0	0	0	3
AK123998	0	0	0	0	91	1136
AK124121	0	0	0	0	0	109
AK124131	0	0	0	57	200	2766
AK124197	0	0	0	0	97	1207
AK124233	0	0	0	0	31	705
AK124272	0	0	0	0	0	15
AK124326	0	0	0	0	15	158
AK124433	0	0	0	0	0	38
AK124465	0	0	0	1	13	187
AK124673	0	0	0	0	56	687
AK124682	0	0	0	0	19	572
AK124806	0	0	0	0	0	56
AK124820	0	0	0	1	22	588
AK124930	0	0	0	0	18	552
AK124950	0	0	0	0	0	14
AK124973	0	0	1	19	31	637
AK125051	0	0	0	0	1	33
AK125078	0	0	0	0	0	14
AK125157	0	0	0	0	6	150
AK125212	0	2	0	0	49	569
AK125288	0	0	0	0	23	367
AK125301	0	0	0	0	4	90
AK125412	0	0	0	0	0	142
AK125463	0	0	0	0	23	203
AK125500	0	0	0	0	8	214
AK125516	0	0	0	0	163	1978
AK125532	0	0	0	0	6	222
AK125594	0	19	0	4	7	254
AK125598	0	0	0	0	28	447
AK125599	0	0	0	0	136	2389
AK125676	0	0	0	0	0	1
AK125684	0	3	0	20	26	217
AK125686	0	0	0	0	0	54
AK125699	0	0	0	0	37	671
AK125701	0	0	0	18	20	204
AK125726	0	0	0	0	0	4
AK125727	0	0	0	0	3	225
AK125749	0	0	0	0	0	1
AK125769	0	0	0	28	7	141
AK125860	0	0	0	0	1	67
AK125871	0	0	0	1	61	998
AK125994	0	0	0	36	4	187
AK126042	0	0	1	39	716	11474
AK126075	0	0	0	0	17	445
AK126080	0	0	0	0	0	15
AK126180	0	0	10	134	34	423
AK126225	0	0	0	0	7	411
AK126251	0	0	0	0	11	279
AK126266	0	0	0	0	12	118
AK126278	0	0	0	0	36	569
AK126286	0	0	0	0	32	470
AK126351	0	0	0	0	136	1439
AK126532	0	0	0	0	0	102
AK126635	0	0	0	0	17	458
AK126693	0	0	0	0	25	521
AK127026	0	0	0	0	0	37
AK127048	0	0	0	0	133	2082
AK127087	0	0	0	0	61	880
AK127179	0	0	0	0	11	258
AK127224	0	0	0	13	0	3
AK127339	0	0	0	0	40	1135
AK127378	0	0	0	4	22	469
AK127380	0	0	0	0	4	62
AK127400	0	0	0	1	3	149
AK127443	0	0	0	0	22	570
AK127472	0	0	0	0	6	239
AK127609	0	0	0	0	21	318
AK127846	0	0	0	0	3	70
AK127919	0	0	0	0	7	99
AK127963	0	0	0	0	274	6293
AK127966	0	0	0	0	190	1699
AK128059	0	0	0	0	72	1217
AK128153	0	0	0	0	4	145
AK128202	0	0	0	0	0	1
AK128216	0	0	0	0	11	274
AK128252	0	0	0	0	14	193
AK128361	0	0	0	4	6	141
AK128414	0	0	0	0	8	519
AK128439	0	0	0	0	43	605
AK128559	0	0	0	0	51	900
AK128563	0	0	0	0	12	431
AK128569	0	0	0	0	1	34
AK128593	0	0	0	0	4	304
AK128619	0	0	0	0	11	434
AK128656	0	0	0	0	151	3080
AK128697	0	0	0	0	41	617
AK128707	0	0	0	45	24	390
AK128734	0	0	0	0	10	500
AK128777	0	0	0	0	26	715
AK128833	0	0	10	262	17	491
AK129672	0	0	0	0	30	1196
AK129879	0	0	0	0	0	75
AK129935	0	0	0	0	42	499
AK130076	0	0	0	0	12	318
AK130110	0	0	0	0	0	13
AK130294	0	0	0	0	2	103
AK130481	0	0	0	0	29	398
AK130824	0	0	0	0	25	732
AK130904	0	0	0	0	8	486
AK130911	0	0	0	0	13	374
AK131020	0	0	0	0	1	42
AK131337	0	0	0	0	329	8579
AK131347	0	0	0	0	9	212
AK131520	0	0	0	0	0	9
AK172755	0	0	0	0	11	416
AK2	0	0	0	33	18	540
AK289390	0	0	0	0	0	20
AK291164	3	96	0	61	0	9
AK291701	0	0	0	0	76	445
AK293020	0	0	0	0	22	113
AK293147	0	0	0	13	0	0
AK294004	0	0	0	0	6	129
AK294743	0	0	0	0	73	1497
AK295617	0	0	0	0	0	37
AK296065	0	0	73	451	9	284
AK296146	0	0	0	0	0	33
AK296276	0	0	11	199	2	71
AK296947	0	0	3	124	21	417
AK298056	0	0	0	0	6	146
AK298300	0	0	0	0	7	271
AK298596	0	0	0	0	7	152
AK299432	0	0	0	0	0	8
AK299501	0	0	0	0	16	502
AK3	0	4	0	17	68	1554
AK301093	0	0	0	0	1	59
AK302879	0	3	0	23	14	457
AK304483	0	9	0	15	0	74
AK304759	0	0	0	0	4	82
AK307150	0	0	0	19	0	12
AK307172	0	0	0	0	2	109
AK307207	0	0	0	0	9	190
AK307233	0	0	0	0	8	120
AK307246	0	0	0	0	5	121
AK307275	0	0	0	6	0	22
AK308605	0	0	0	10	1	36
AK308652	0	0	0	0	6	154
AK308965	0	0	0	0	1	69
AK309215	0	0	0	0	1	53
AK309441	0	0	0	0	15	237
AK309476	0	0	0	0	1	39
AK309533	7	160	27	542	140	2157
AK310013	0	0	0	0	14	421
AK310046	0	0	0	0	1	44
AK310094	0	0	0	0	11	116
AK310226	0	0	0	0	12	162
AK310237	0	0	0	32	0	0
AK310239	0	0	0	0	8	223
AK310471	0	0	0	0	0	31
AK310472	0	0	0	0	13	369
AK310634	0	0	0	0	0	60
AK310794	0	0	0	0	0	38
AK311005	0	0	0	1	3	116
AK311113	0	0	0	0	0	12
AK311120	0	0	0	0	0	29
AK311167	0	0	0	0	2	99
AK311212	0	0	0	0	26	444
AK311213	0	0	0	0	16	222
AK311257	0	0	0	0	26	147
AK311282	0	0	0	0	36	823
AK311342	0	0	0	0	0	29
AK311356	0	0	0	0	0	19
AK311383	0	0	0	0	1	73
AK311445	0	0	0	0	1	43
AK311497	0	0	0	0	6	99
AK311578	0	0	0	0	0	9
AK313893	0	0	0	0	11	253
AK316092	0	0	0	0	1	87
AK4	0	0	0	5	24	564
AK5	0	0	0	36	43	1003
AK7	0	1	0	100	15	404
AK8	0	1	25	230	36	384
AK9	0	0	23	646	34	1184
AKAP1	0	0	40	585	40	1182
AKAP10	0	0	6	100	20	372
AKAP11	0	0	9	343	55	1108
AKAP12	0	1	44	838	62	1449
AKAP13	0	0	33	886	54	1817
AKAP14	0	0	0	13	1	19
AKAP17A	0	0	1	158	32	772
AKAP2	0	0	16	430	2	139
AKAP3	0	0	17	300	1	100
AKAP4	0	0	1	23	6	154
AKAP5	0	0	19	205	47	882
AKAP6	0	0	2	350	28	970
AKAP7	0	0	3	133	50	648
AKAP8	0	0	1	103	13	376
AKAP8L	0	0	0	32	2	151
AKAP9	0	3	20	537	2	351
AKIP1	0	0	3	83	34	446
AKIRIN1	0	0	0	2	16	242
AKIRIN2	0	0	0	1	36	678
AKNA	0	0	48	613	298	2645
AKNAD1	2	17	14	439	49	989
AKR1A1	0	0	3	97	2	132
AKR1B1	0	0	0	30	1	151
AKR1B10	0	1	24	223	1	106
AKR1B15	0	0	1	68	37	571
AKR1C1	0	5	1	31	22	199
AKR1C2	0	0	8	120	33	594
AKR1C3	0	4	7	286	19	366
AKR1C4	0	2	3	77	4	88
AKR1C6P	0	0	0	5	106	2808
AKR1CL1	0	0	0	0	344	8833
AKR1D1	0	0	0	9	49	862
AKR1E2	12	145	9	215	77	2112
AKR7A2	0	0	41	463	25	707
AKR7A2P1	0	0	0	0	0	119
AKR7A3	0	1	3	64	13	604
AKR7L	0	58	3	125	7	875
AKT1	0	0	6	75	48	756
AKT1S1	0	0	0	22	19	526
AKT2	0	0	0	28	26	795
AKT3	0	0	0	2	24	499
AKTIP	0	0	0	58	19	265
AL049415	0	0	0	0	13	375
AL049935	0	0	0	0	112	1506
AL049948	0	0	0	0	0	95
AL050000	0	0	0	0	1	111
AL050085	0	0	0	0	0	18
AL050132	0	0	0	0	3	198
AL109718	0	0	0	0	11	340
AL110171	0	0	0	0	41	819
AL122050	0	0	0	0	11	227
AL133568	0	0	0	0	2	80
AL137522	0	0	0	0	19	542
AL137535	0	0	0	0	8	289
AL137551	0	0	0	0	96	1702
AL137752	0	0	0	0	0	32
AL157440	2	26	0	7	12	237
AL357213	0	0	13	194	2	178
AL389983	0	0	0	0	4	145
AL831948	0	0	0	2	17	352
AL832096	0	0	0	0	28	487
AL832163	0	0	0	0	2	44
AL832184	0	0	0	0	0	10
AL832212	0	0	0	0	40	965
AL832252	0	0	0	0	54	1487
AL832593	0	0	0	5	51	1424
AL832891	0	0	3	58	1	46
AL832937	0	0	0	0	28	607
AL833181	0	0	0	0	2	183
AL833634	0	0	0	0	0	53
ALAD	0	0	4	100	39	765
ALAS1	0	0	0	40	4	102
ALAS2	0	0	0	8	6	96
ALB	0	0	0	27	0	41
ALCAM	0	0	26	350	18	591
ALDH16A1	0	0	5	129	76	877
ALDH18A1	0	1	16	218	23	486
ALDH1A1	0	0	0	43	10	156
ALDH1A2	0	0	0	17	3	407
ALDH1A3	0	0	0	15	5	134
ALDH1B1	0	17	2	54	23	656
ALDH1L1	0	7	69	811	144	2297
ALDH1L1-AS1	0	0	0	2	0	22
ALDH1L1-AS2	0	0	0	25	1	62
ALDH1L2	0	2	0	65	64	1559
ALDH2	0	0	13	121	2	77
ALDH3A1	0	1	9	252	47	1176
ALDH3A2	0	0	0	47	2	352
ALDH3B1	0	0	0	20	44	1042
ALDH3B2	0	4	19	465	14	433
ALDH4A1	0	0	20	431	32	843
ALDH5A1	0	0	5	297	31	994
ALDH6A1	0	0	0	22	1	81
ALDH7A1	0	0	16	290	74	964
ALDH8A1	0	0	0	76	24	495
ALDH9A1	0	0	3	109	20	372
ALDOA	0	0	0	14	4	150
ALDOB	0	0	0	46	36	775
ALDOC	0	1	0	31	3	138
ALG1	0	0	17	242	21	712
ALG10	0	1	0	11	26	462
ALG10B	0	13	0	137	71	2045
ALG11	0	0	0	0	21	362
ALG12	0	0	10	227	21	525
ALG13	0	0	0	22	31	315
ALG14	0	1	0	12	4	108
ALG1L	0	0	6	160	3	134
ALG1L2	0	0	2	187	1	226
ALG1L9P	0	0	0	0	102	933
ALG2	0	0	10	203	0	120
ALG3	0	0	0	46	9	119
ALG5	0	0	0	4	2	82
ALG6	0	0	0	106	15	344
ALG8	0	2	0	75	12	181
ALG9	0	0	1	57	16	517
ALK	0	0	4	129	25	691
ALKBH1	0	2	0	52	9	344
ALKBH2	0	0	0	65	17	241
ALKBH3	0	2	0	37	38	657
ALKBH4	0	0	0	21	2	120
ALKBH5	0	0	0	4	6	348
ALKBH6	0	0	1	63	0	58
ALKBH7	0	0	5	80	28	370
ALKBH8	0	0	6	192	59	433
ALLC	0	2	4	73	11	265
ALMS1	0	15	25	905	48	777
ALMS1P	0	0	0	87	18	360
ALOX12	0	0	1	54	9	284
ALOX12B	0	0	1	59	12	166
ALOX12P2	0	0	0	0	560	10073
ALOX15	0	1	8	251	23	325
ALOX15B	0	5	44	499	59	847
ALOX5	0	1	7	90	21	430
ALOX5AP	0	1	5	56	14	325
ALOXE3	0	0	7	168	19	318
ALPI	0	1	5	156	50	858
ALPK1	0	9	16	520	77	1637
ALPK2	0	2	50	1180	37	666
ALPK3	0	13	10	481	93	2204
ALPL	0	0	12	140	6	270
ALPP	0	0	16	288	22	639
ALPPL2	0	0	14	383	2	351
ALS2	0	1	1	109	36	1038
ALS2CL	0	3	1	123	27	710
ALS2CR11	0	2	11	440	10	455
ALS2CR12	0	1	0	23	8	289
ALS2CR8	0	15	17	269	144	1554
ALX1	0	0	1	49	0	72
ALX3	0	1	0	19	21	247
ALX4	0	0	3	61	92	1671
ALYREF	0	0	0	0	15	143
AMACR	0	0	3	134	159	2139
AMBN	0	0	9	258	13	270
AMBP	0	0	4	100	15	336
AMBRA1	0	0	0	135	24	406
AMD1	0	0	0	7	4	237
AMDHD1	0	2	0	74	3	152
AMDHD2	0	0	1	43	40	328
AMELX	0	0	0	6	0	7
AMER1	0	0	0	37	2	119
AMER2	0	0	4	172	1	140
AMER3	0	0	18	206	39	773
AMFR	0	1	0	7	16	331
AMH	0	0	0	68	31	478
AMHR2	0	3	1	14	43	318
AMICA1	0	0	0	18	12	267
AMIGO1	0	0	0	16	3	154
AMIGO2	0	0	1	24	55	854
AMIGO3	0	0	0	35	2	73
AMMECR1	0	0	0	1	14	222
AMMECR1L	0	0	0	15	30	474
AMN	0	0	0	29	25	373
AMN1	0	0	0	12	5	205
AMOT	0	0	0	43	19	356
AMOTL1	0	0	15	202	120	2606
AMOTL2	0	0	6	230	48	1066
AMPD1	5	107	9	196	1	85
AMPD2	0	0	0	9	10	158
AMPD3	0	0	4	168	34	904
AMPH	0	12	17	286	48	1075
AMT	0	0	0	50	0	21
AMTN	0	0	15	283	6	137
AMY1A	0	0	0	9	0	0
AMY2A	0	0	4	162	3	116
AMY2B	0	0	0	112	24	343
AMZ1	0	35	1	175	100	1783
AMZ2	0	1	0	41	35	584
AMZ2P1	0	0	0	0	62	1285
ANAPC1	0	0	0	91	5	130
ANAPC10	0	0	0	6	4	139
ANAPC11	0	0	0	19	34	186
ANAPC13	0	0	0	1	8	203
ANAPC15	0	0	0	7	3	121
ANAPC16	0	0	0	2	121	1019
ANAPC1P1	0	0	0	0	5	180
ANAPC2	0	1	0	42	3	199
ANAPC4	0	0	0	4	22	533
ANAPC5	0	1	0	53	18	440
ANAPC7	0	0	0	72	10	206
ANG	0	0	1	20	2	45
ANGEL1	0	3	5	206	2	170
ANGEL2	0	0	1	69	14	485
ANGPT1	0	0	0	30	21	592
ANGPT2	0	0	0	42	75	2280
ANGPT4	0	0	0	113	14	358
ANGPTL1	0	0	0	34	79	1160
ANGPTL2	0	0	1	11	10	336
ANGPTL3	0	0	1	50	14	289
ANGPTL4	0	0	4	124	30	648
ANGPTL5	0	24	2	77	1	102
ANGPTL6	0	2	1	46	0	36
ANGPTL7	0	2	4	94	20	645
ANHX	0	0	2	50	2	143
ANK1	0	0	6	365	25	1088
ANK2	0	0	16	520	34	802
ANK3	0	0	21	795	102	2393
ANKAR	0	2	8	332	6	245
ANKDD1A	0	0	1	86	114	925
ANKEF1	0	0	3	213	4	431
ANKFN1	0	1	2	83	15	177
ANKFY1	0	0	0	24	55	944
ANKH	0	0	0	22	41	1457
ANKHD1	0	0	1	54	0	23
ANKHD1-EIF4EBP3	0	0	0	45	6	68
ANKIB1	0	8	0	45	18	389
ANKK1	0	15	8	356	20	250
ANKLE1	2	53	3	243	10	242
ANKLE2	0	1	44	528	39	520
ANKMY1	0	2	9	410	23	706
ANKMY2	0	0	9	129	6	256
ANKRA2	0	0	0	3	38	485
ANKRD1	0	1	0	21	5	211
ANKRD10	0	0	8	114	14	227
ANKRD11	0	0	32	639	100	2051
ANKRD12	0	0	57	841	159	2478
ANKRD13A	0	0	3	160	13	573
ANKRD13B	0	0	0	7	9	190
ANKRD13C	0	0	0	8	29	675
ANKRD13D	0	0	0	6	23	480
ANKRD16	0	0	12	360	8	409
ANKRD17	0	0	0	23	0	144
ANKRD18A	0	0	24	536	23	631
ANKRD18B	0	0	14	296	14	385
ANKRD18DP	0	0	0	0	138	2489
ANKRD19P	0	0	0	34	193	2919
ANKRD2	0	0	0	35	12	198
ANKRD20A11P	0	0	0	0	270	9110
ANKRD20A3	0	0	0	0	14	62
ANKRD20A4	0	0	1	18	0	0
ANKRD20A5P	0	0	19	353	358	7744
ANKRD20A8P	0	0	25	176	357	7634
ANKRD20A9P	0	0	0	0	838	14163
ANKRD22	0	0	16	199	39	680
ANKRD23	0	1	6	118	27	304
ANKRD24	0	0	12	398	27	582
ANKRD26	0	5	43	560	35	437
ANKRD26P1	0	0	3	52	5	388
ANKRD26P3	0	0	0	0	1458	21738
ANKRD27	0	2	0	89	46	1029
ANKRD28	0	0	1	70	82	1434
ANKRD29	0	8	0	9	33	681
ANKRD30A	1	19	28	535	6	283
ANKRD30B	0	4	8	180	17	685
ANKRD30BL	0	0	0	7	1120	15396
ANKRD30BP2	0	0	0	4	914	12493
ANKRD30BP3	0	0	5	103	386	6005
ANKRD31	0	0	29	532	11	322
ANKRD32	0	2	0	30	0	196
ANKRD33	0	0	1	107	53	880
ANKRD33B	0	0	6	147	66	1647
ANKRD34A	0	0	0	6	11	369
ANKRD34B	0	0	0	45	18	334
ANKRD34C	0	0	0	48	50	847
ANKRD35	1	13	10	267	6	207
ANKRD36	5	95	10	272	14	299
ANKRD36B	0	0	62	521	15	138
ANKRD36BP1	0	0	0	0	7	280
ANKRD36BP2	0	0	0	12	0	36
ANKRD37	0	0	9	169	20	257
ANKRD39	0	0	0	5	0	48
ANKRD40	0	0	8	134	23	662
ANKRD42	0	0	0	86	57	795
ANKRD44	0	0	1	108	60	1334
ANKRD45	0	0	2	52	46	561
ANKRD46	0	0	8	71	45	1034
ANKRD49	0	0	0	2	19	408
ANKRD50	0	0	0	51	12	637
ANKRD52	0	0	1	118	30	610
ANKRD53	0	0	4	242	21	443
ANKRD54	0	0	0	9	4	117
ANKRD55	0	1	0	74	52	607
ANKRD6	0	2	14	342	4	286
ANKRD61	0	3	14	212	0	16
ANKRD62P1-PARP4P3	0	0	0	12	2	107
ANKRD63	0	0	0	0	3	99
ANKRD65	0	4	8	214	8	188
ANKRD66	0	0	14	217	4	102
ANKRD7	0	0	0	20	9	330
ANKRD9	0	0	0	10	0	71
ANKS1A	0	0	2	102	64	1311
ANKS1B	0	0	6	130	51	769
ANKS3	0	0	9	225	55	980
ANKS4B	0	2	0	45	8	355
ANKS6	0	0	1	122	29	1046
ANKUB1	0	5	7	210	14	598
ANKZF1	0	0	19	458	41	740
ANLN	0	0	0	64	21	679
ANO1	0	0	19	364	20	440
ANO10	0	0	13	273	22	323
ANO2	0	1	17	341	26	702
ANO3	0	2	0	18	51	1255
ANO4	0	0	2	116	27	474
ANO5	0	0	3	126	99	1084
ANO6	0	0	8	188	70	1182
ANO7	25	143	30	367	72	1128
ANO8	0	0	7	167	16	340
ANO9	0	1	4	188	24	421
ANP32A	0	0	0	1	24	262
ANP32A-IT1	0	0	1	33	128	1001
ANP32AP1	0	0	0	0	8	242
ANP32B	0	0	0	23	26	360
ANP32C	0	0	7	126	0	12
ANP32D	0	0	0	20	0	18
ANP32E	0	0	0	11	14	348
ANPEP	0	0	8	234	62	841
ANTXR1	0	0	7	87	128	1740
ANTXR2	0	0	1	53	14	642
ANXA1	0	1	0	18	27	571
ANXA10	0	0	0	29	13	257
ANXA11	0	1	2	114	70	956
ANXA13	0	0	7	171	3	89
ANXA2	0	0	4	137	10	246
ANXA2P1	0	0	0	0	19	397
ANXA2P2	4	65	5	133	0	57
ANXA2P3	0	0	0	3	2	118
ANXA2R	0	1	0	19	2	81
ANXA3	0	0	4	138	8	255
ANXA4	0	0	22	189	46	546
ANXA5	0	0	0	17	23	246
ANXA6	0	0	0	26	34	540
ANXA7	0	0	3	52	12	232
ANXA8	0	0	0	2	2	4934
ANXA8L2	0	0	7	117	0	11
ANXA9	0	1	8	267	2	56
AOAH	1	20	7	301	13	350
AOAH-IT1	0	0	0	0	0	13
AOC2	0	0	0	78	3	204
AOC3	0	0	14	390	70	683
AOC4	2	36	2	54	10	197
AOX1	0	2	11	273	37	645
AOX2P	0	0	13	168	1248	24816
AP1AR	0	0	1	19	12	341
AP1B1	0	0	0	26	23	707
AP1B1P1	0	0	0	0	56	2212
AP1G1	0	1	0	14	22	802
AP1G2	0	1	9	204	3	230
AP1M1	0	0	0	3	6	227
AP1M2	0	0	0	17	3	158
AP1S1	0	0	0	0	18	279
AP1S2	0	0	0	3	1	37
AP1S3	0	0	0	40	80	1133
AP2A1	0	0	2	46	18	779
AP2A2	0	18	0	7	34	686
AP2B1	0	0	0	5	13	497
AP2M1	0	5	4	85	31	456
AP2S1	0	0	0	0	2	72
AP3B1	0	0	7	150	13	320
AP3B2	0	1	1	67	20	496
AP3D1	0	0	11	308	46	1066
AP3M1	0	169	0	11	38	581
AP3M2	0	0	0	11	14	582
AP3S1	0	0	0	34	3	128
AP3S2	0	0	0	23	16	645
AP4B1	0	0	0	76	5	470
AP4B1-AS1	0	0	0	2	2	68
AP4E1	0	0	6	109	13	486
AP4M1	0	1	1	102	2	136
AP4S1	0	0	0	13	28	545
AP5B1	0	0	2	61	24	770
AP5M1	0	0	27	247	33	478
AP5S1	0	0	0	25	48	519
AP5Z1	0	32	13	518	244	4466
APAF1	0	0	0	94	48	850
APBA1	0	0	0	7	70	1099
APBA2	0	1	1	102	125	1385
APBA3	0	6	9	254	30	643
APBB1	0	0	9	180	4	287
APBB1IP	0	0	11	148	5	218
APBB2	0	0	0	53	21	656
APBB3	0	0	1	111	3	165
APC	0	0	4	272	67	1172
APC2	0	0	15	499	219	3162
APCDD1	0	0	18	195	56	463
APCDD1L	0	0	1	107	7	342
APCDD1L-AS1	0	0	0	0	1847	24425
APCS	0	0	0	8	9	132
APEH	0	0	0	51	7	191
APEX1	0	0	2	85	13	228
APEX2	0	0	0	5	4	149
APH1A	0	0	2	46	15	250
APH1B	0	0	10	155	17	703
API5	0	1	0	5	1	197
APIP	0	1	2	19	1	38
APITD1	0	0	0	1	3	112
APITD1-CORT	0	0	0	3	10	161
APLF	0	22	14	342	72	968
APLN	0	0	0	0	4	238
APLNR	0	1	2	43	43	611
APLP1	0	0	0	43	9	292
APLP2	0	1	10	151	5	295
APMAP	0	0	7	188	46	1148
APOA1	0	0	0	38	0	17
APOA1BP	0	1	0	8	7	111
APOA2	0	0	0	4	0	20
APOA4	0	0	1	139	29	460
APOA5	0	0	13	341	36	669
APOB	0	1	31	1198	16	524
APOBEC1	0	7	0	28	4	85
APOBEC2	0	0	1	63	5	140
APOBEC3A	0	0	0	5	15	199
APOBEC3A_B	0	0	4	53	4	98
APOBEC3B	0	2	23	232	17	202
APOBEC3C	0	0	2	58	5	104
APOBEC3D	0	0	7	125	34	295
APOBEC3F	0	0	3	326	42	789
APOBEC3G	0	0	7	154	71	550
APOBEC3H	0	0	0	25	0	62
APOBEC4	0	0	21	517	97	1820
APOBR	0	1	46	459	9	359
APOC1	0	0	0	46	3	128
APOC1P1	0	0	0	1	13	576
APOC2	0	0	0	0	5	207
APOC3	0	0	0	6	0	47
APOC4-APOC2	0	0	0	0	70	1718
APOD	0	0	0	35	6	259
APOE	0	0	3	186	0	24
APOF	0	0	1	83	21	186
APOH	0	1	30	531	7	210
APOL1	0	1	30	373	82	1407
APOL2	0	0	18	245	21	532
APOL3	17	85	7	212	33	555
APOL4	1	28	11	540	30	677
APOL5	1	36	6	119	39	382
APOL6	0	0	18	211	141	2689
APOLD1	0	0	9	162	41	1030
APOM	0	0	0	14	3	103
APOO	0	0	1	18	1	41
APOOL	0	0	0	7	24	394
APOPT1	0	0	0	0	4	155
APP	0	0	0	21	14	401
APPBP2	0	0	0	3	207	1569
APPL1	0	0	19	202	77	880
APPL2	0	4	0	41	9	416
APRT	0	0	0	13	8	328
APTX	0	0	1	46	43	483
AQP1	0	0	0	104	3	186
AQP10	0	0	0	3	4	120
AQP11	0	0	0	32	9	253
AQP12A	0	0	7	174	22	354
AQP12B	0	29	1	321	3	281
AQP2	0	0	0	3	11	461
AQP3	0	0	0	3	16	486
AQP4	0	0	0	35	76	1159
AQP4-AS1	0	0	0	0	525	10622
AQP5	0	0	0	19	8	196
AQP6	0	1	11	261	23	530
AQP7	0	2	5	214	35	970
AQP7P1	0	0	0	0	38	444
AQP7P3	0	0	0	0	4	537
AQP8	0	0	5	77	5	220
AQP9	0	0	0	27	34	865
AQPEP	0	1	8	217	15	818
AQR	0	0	21	153	59	630
AR	0	0	0	10	12	250
ARAF	0	0	0	8	4	251
ARAP1	0	0	2	151	79	1205
ARAP2	0	4	4	230	36	681
ARAP3	0	0	20	471	11	572
ARC	0	0	0	4	4	267
ARCN1	0	0	0	16	1	283
AREL1	0	0	0	44	9	419
ARF1	0	0	0	0	2	392
ARF3	0	0	0	0	23	435
ARF4	0	0	0	0	4	211
ARF5	0	0	0	1	6	187
ARF6	0	0	0	0	30	523
ARFGAP1	0	0	8	215	8	295
ARFGAP2	0	0	11	208	30	548
ARFGAP3	0	0	3	141	17	692
ARFGEF1	0	0	1	93	16	652
ARFGEF2	0	1	0	220	6	386
ARFIP1	0	0	0	47	1	193
ARFIP2	0	0	0	6	34	563
ARFRP1	0	0	0	14	3	308
ARG1	0	0	0	12	4	141
ARG2	0	0	0	47	0	41
ARGFX	0	19	3	107	16	483
ARGFXP2	0	0	0	18	11	261
ARGLU1	0	0	0	5	8	256
ARHGAP1	0	0	0	24	41	738
ARHGAP10	0	0	5	247	13	536
ARHGAP11A	0	0	0	149	3	384
ARHGAP11B	0	0	0	12	427	6020
ARHGAP12	0	0	0	37	70	980
ARHGAP15	0	1	0	10	19	292
ARHGAP17	0	0	0	56	66	1078
ARHGAP18	0	0	0	53	11	514
ARHGAP19	0	0	2	114	60	687
ARHGAP19-SLIT1	0	0	0	0	407	6356
ARHGAP20	0	0	4	190	8	615
ARHGAP21	0	0	0	100	11	354
ARHGAP22	0	1	2	121	19	393
ARHGAP23	0	0	10	306	51	1105
ARHGAP24	0	0	4	150	50	779
ARHGAP25	0	0	2	84	19	562
ARHGAP26	0	0	0	15	29	938
ARHGAP26-AS1	0	0	0	8	28	327
ARHGAP27	0	1	37	324	55	537
ARHGAP28	0	2	27	255	6	302
ARHGAP29	0	0	1	41	20	1440
ARHGAP30	0	0	0	104	3	219
ARHGAP31	0	0	2	154	28	913
ARHGAP32	0	0	14	283	40	981
ARHGAP33	0	0	2	99	5	209
ARHGAP35	0	0	0	18	8	611
ARHGAP36	0	0	0	4	9	120
ARHGAP39	0	14	4	121	82	863
ARHGAP4	0	0	0	77	4	150
ARHGAP40	0	0	13	383	10	493
ARHGAP42	0	0	6	110	33	707
ARHGAP44	0	1	0	17	73	1378
ARHGAP5	0	0	0	63	14	530
ARHGAP5-AS1	0	0	0	0	25	356
ARHGAP6	0	0	0	13	12	199
ARHGAP8	0	2	11	399	30	688
ARHGAP9	0	1	9	233	33	454
ARHGDIA	0	0	0	3	18	267
ARHGDIB	0	0	0	12	12	223
ARHGDIG	0	0	0	20	38	503
ARHGEF1	6	80	8	160	5	144
ARHGEF10	0	0	9	307	109	2361
ARHGEF10L	0	1	3	336	86	2166
ARHGEF11	0	0	0	58	16	428
ARHGEF12	0	0	13	183	45	866
ARHGEF15	0	0	2	105	9	453
ARHGEF16	0	0	12	330	66	1104
ARHGEF17	0	0	30	377	44	1007
ARHGEF18	0	0	1	163	46	1130
ARHGEF19	0	1	6	176	21	203
