#gene	KO-hom	KO-het	DMG-hom	DMG-het	BEN-hom	BEN-het
uc010dfm.3	0	0	0	0	2673	60023
uc010dfo.2	0	0	0	0	1276	25114
uc010dfs.4	0	0	0	0	182	3980
uc010dfu.3	0	0	0	0	328	7606
uc010dfx.3	0	0	0	0	319	8846
uc010dgl.3	0	0	0	0	165	4032
uc010dgm.1	0	0	0	0	45	1294
uc010dgt.3	0	0	0	0	12	423
uc010dgw.1	0	0	0	0	501	6012
uc010dhp.2	0	0	0	0	2305	48117
uc010dhs.4	0	0	0	0	5868	113896
uc010dht.3	0	0	0	0	2145	20415
uc010dhv.2	0	0	0	0	536	9245
uc010dia.3	0	0	0	0	409	10839
uc010die.3	0	0	0	0	94	831
uc010dif.4	0	0	0	0	117	1319
uc010dkc.1	0	0	0	0	181	3273
uc010dkg.3	0	0	0	0	46	1290
uc010dkh.4	0	0	0	0	40	455
uc010dkj.3	0	0	0	0	105	1756
uc010dkq.1	0	0	0	0	1375	30893
uc010dkt.3	0	0	0	0	6940	112449
uc010dkv.3	0	0	0	0	9495	210201
uc010dlb.2	0	0	0	0	383	5058
uc010dln.3	0	0	0	0	210	4958
uc010dlo.2	0	0	0	0	691	14560
uc010dls.3	0	0	0	0	96	2921
uc010dlx.3	0	0	0	0	219	3906
uc010dly.2	0	0	0	0	2849	54829
uc010dmt.3	0	0	0	0	194	4256
uc010dmy.3	0	0	0	0	63	1584
uc010dmz.1	0	0	0	0	1528	26489
uc010dni.3	0	0	0	0	1995	50281
uc010dnj.3	0	0	0	0	4789	97286
uc010dno.1	0	0	0	0	85	2485
uc010dnq.1	0	0	0	0	126	3045
uc010dnw.3	0	0	0	0	1283	19691
uc010doy.3	0	0	0	0	38	842
uc010dpe.3	0	0	0	0	18	940
uc010dpg.3	0	0	0	0	13	828
uc010dpp.3	0	0	0	0	16	462
uc010dqa.3	0	0	0	0	31	564
uc010dqd.3	0	0	0	0	44	1972
uc010dqj.3	0	0	0	0	127	2930
uc010dqq.2	0	0	0	0	89	1535
uc010dqr.1	0	0	0	0	265	3963
uc010dqw.2	0	0	0	0	8	833
uc010drg.3	0	0	0	0	21	1515
uc010drh.3	0	0	0	0	16	970
uc010drp.3	0	0	0	0	213	4206
uc010drq.3	0	0	0	0	118	2404
uc010drs.3	0	0	0	0	172	4666
uc010dsi.2	0	0	0	0	70	2323
uc010dsl.2	0	0	0	0	12	185
uc010dsm.1	0	0	0	0	113	1217
uc010dsn.3	0	0	0	0	63	1369
uc010dsw.1	0	0	0	0	432	7460
uc010dti.3	0	0	0	0	932	16175
uc010dtk.2	0	0	0	0	146	1291
uc010dts.3	0	0	0	0	43	910
uc010dtt.1	0	0	0	0	843	11962
uc010dud.2	0	0	0	0	160	3029
uc010duo.3	0	0	0	0	46	962
uc010dus.3	0	0	0	0	58	1349
uc010dva.2	0	0	0	0	935	16235
uc010dvb.4	0	0	0	0	640	10205
uc010dvf.1	0	0	0	0	4	102
uc010dvh.2	0	0	0	0	5	235
uc010dvi.2	0	0	0	0	6	197
uc010dvo.2	0	0	0	0	98	1545
uc010dvt.3	0	0	0	0	0	11
uc010dvu.2	0	0	0	0	5	174
uc010dvv.3	0	0	0	0	48	1525
uc010dvz.3	0	0	0	0	768	16389
uc010dwa.3	0	0	0	0	122	2666
uc010dwd.3	0	0	0	0	468	7001
uc010dwg.1	0	0	0	0	46	1492
uc010dwj.3	0	0	0	0	285	6879
uc010dwl.2	0	0	0	0	207	3770
uc010dwq.4	0	0	0	0	162	3471
uc010dwr.1	0	0	0	0	778	11042
uc010dws.3	0	0	0	0	55	1174
uc010dwt.2	0	0	0	0	160	3313
uc010dww.3	0	0	0	0	58	1350
uc010dxe.3	0	0	0	0	442	9928
uc010dxm.1	0	0	0	0	39	1794
uc010dxo.3	0	0	0	0	369	13766
uc010dxu.3	0	0	0	0	10	111
uc010dxy.3	0	0	0	0	2	124
uc010dyv.1	0	0	0	0	112	2478
uc010dyw.3	0	0	0	0	57	745
uc010dyz.1	0	0	0	0	19	413
uc010dzh.2	0	0	0	0	293	3163
uc010dzi.2	0	0	0	0	274	3924
uc010dzu.2	0	0	0	0	220	3389
uc010dzv.2	0	0	0	0	63	806
uc010eag.3	0	0	0	0	117	1949
uc010eal.1	0	0	0	0	24	601
uc010eaz.2	0	0	0	0	0	17
uc010ebt.2	0	0	0	0	175	1970
uc010ecf.2	0	0	0	0	12	123
uc010ecj.3	0	0	0	0	97	2215
uc010ecq.2	0	0	0	0	209	4824
uc010ecs.1	0	0	0	0	358	6290
uc010ecu.2	0	0	0	0	34	2261
uc010ecy.3	0	0	0	0	458	6316
uc010edd.1	0	0	0	0	3199	43385
uc010edf.3	0	0	0	0	134	3881
uc010edh.3	0	0	0	0	138	2741
uc010edn.1	0	0	0	0	55	1054
uc010edp.1	0	0	0	0	238	3203
uc010edu.3	0	0	0	0	193	3620
uc010eee.1	0	0	0	0	24	402
uc010eej.3	0	0	0	0	24	404
uc010een.1	0	0	0	0	32	691
uc010eep.1	0	0	0	0	19	329
uc010ees.3	0	0	0	0	285	6566
uc010eeu.3	0	0	0	0	177	4025
uc010eex.2	0	0	0	0	221	6184
uc010eey.2	0	0	0	0	33	1265
uc010efc.3	0	0	0	0	85	2419
uc010efg.3	0	0	0	0	246	7725
uc010efk.1	0	0	0	0	93	2423
uc010efl.1	0	0	0	0	33	921
uc010efm.3	0	0	0	0	130	2444
uc010efu.2	0	0	0	0	41	1707
uc010efv.3	0	0	0	0	64	1248
uc010efy.1	0	0	0	0	0	104
uc010egk.2	0	0	0	0	71	1040
uc010egq.3	0	0	0	0	25	548
uc010egr.3	0	0	0	0	6	345
uc010egx.3	0	0	0	0	91	4133
uc010ehd.3	0	0	0	0	166	4631
uc010ehk.3	0	0	0	0	579	9247
uc010ehz.1	0	0	0	0	10	370
uc010eia.2	0	0	0	0	142	2165
uc010eib.2	0	0	0	0	81	2699
uc010eiv.2	0	0	0	0	24	546
uc010ejb.1	0	0	0	0	49	1591
uc010eji.3	0	0	0	0	146	4292
uc010ejl.1	0	0	0	0	109	2728
uc010ejq.1	0	0	0	0	128	4440
uc010ejy.1	0	0	0	0	39	1468
uc010ekq.3	0	0	0	0	60	1656
uc010ekv.3	0	0	0	0	316	9035
uc010ela.1	0	0	0	0	9	401
uc010elw.1	0	0	0	0	79	2134
uc010elx.3	0	0	0	0	232	4214
uc010ema.3	0	0	0	0	256	5788
uc010emc.3	0	0	0	0	56	778
uc010emk.1	0	0	0	0	672	7166
uc010eml.3	0	0	0	0	763	10932
uc010emn.1	0	0	0	0	194	5384
uc010emv.3	0	0	0	0	929	16344
uc010emx.2	0	0	0	0	99	1883
uc010end.2	0	0	0	0	18	475
uc010eni.1	0	0	0	0	17	361
uc010enl.2	0	0	0	0	6	178
uc010enu.1	0	0	0	0	1120	22566
uc010enw.4	0	0	0	0	67	1247
uc010enz.3	0	0	0	0	12	225
uc010eoj.3	0	0	0	0	14	593
uc010eon.3	0	0	0	0	35	1384
uc010eop.3	0	0	0	0	66	1156
uc010eor.1	0	0	0	0	63	1525
uc010eot.1	0	0	0	0	48	1199
uc010epc.1	0	0	0	0	20	445
uc010epo.1	0	0	0	0	5	228
uc010epq.1	0	0	0	0	364	7616
uc010eqe.3	0	0	0	0	1155	9477
uc010eqi.2	0	0	0	0	70	1736
uc010eqj.3	0	0	0	0	322	5793
uc010eqk.3	0	0	0	0	376	9572
uc010eql.2	0	0	0	0	167	3119
uc010eqm.1	0	0	0	0	157	4511
uc010eqp.3	0	0	0	0	518	9892
uc010eqx.4	0	0	0	0	395	8934
uc010eqz.1	0	0	0	0	0	5
uc010era.2	0	0	0	0	219	4775
uc010erf.3	0	0	0	0	121	2077
uc010erg.3	0	0	0	0	49	840
uc010erl.3	0	0	0	0	206	4051
uc010erm.2	0	0	0	0	59	1521
uc010ern.3	0	0	0	0	0	23
uc010erp.1	0	0	0	0	145	4096
uc010erq.3	0	0	0	0	48	949
uc010erw.1	0	0	0	0	543	2636
uc010esl.3	0	0	0	0	0	3
uc010ess.1	0	0	0	0	94	2892
uc010esx.1	0	0	0	0	60	1026
uc010etf.3	0	0	0	0	178	3728
uc010eth.1	0	0	0	0	218	4869
uc010euj.3	0	0	0	0	17	556
uc010eum.1	0	0	0	0	141	3546
uc010euo.3	0	0	0	0	882	7345
uc010euq.1	0	0	0	0	28	456
uc010eur.3	0	0	0	0	5	226
uc010eut.1	0	0	0	0	69	804
uc010eux.4	0	0	0	0	32	658
uc010evy.1	0	0	0	0	13	495
uc010ewe.3	0	0	0	0	109	4206
uc010ewk.3	0	0	0	0	348	11205
uc010ewm.1	0	0	0	0	1704	23368
uc010ewo.4	0	0	0	0	1429	16648
uc010ewt.3	0	0	0	0	698	12103
uc010ewx.2	0	0	0	0	451	2661
uc010exg.1	0	0	0	0	49	869
uc010exm.2	0	0	0	0	385	7384
uc010exn.1	0	0	0	0	59	1348
uc010exo.3	0	0	0	0	716	19953
uc010exu.1	0	0	0	0	43	1205
uc010exy.3	0	0	0	0	316	7281
uc010eye.3	0	0	0	0	1783	35225
uc010eyh.3	0	0	0	0	1757	19236
uc010eyn.3	0	0	0	0	98	2175
uc010eyq.2	0	0	0	0	0	57
uc010eyw.3	0	0	0	0	168	4253
uc010eza.2	0	0	0	0	42	815
uc010ezd.3	0	0	0	0	78	2432
uc010ezf.3	0	0	0	0	171	3518
uc010ezh.1	0	0	0	0	74	1385
uc010ezj.2	0	0	0	0	1628	31445
uc010ezl.3	0	0	0	0	651	14652
uc010ezq.3	0	0	0	0	468	15363
uc010ezs.2	0	0	0	0	217	7793
uc010ezu.3	0	0	0	0	874	38515
uc010ezw.3	0	0	0	0	1937	28139
uc010ezx.3	0	0	0	0	1033	26860
uc010ezy.1	0	0	0	0	100	1711
uc010fac.3	0	0	0	0	329	11551
uc010fak.3	0	0	0	0	12	582
uc010fal.2	0	0	0	0	908	14770
uc010fap.3	0	0	0	0	1416	27861
uc010fbj.3	0	0	0	0	219	5957
uc010fbp.3	0	0	0	0	989	27613
uc010fcd.3	0	0	0	0	1364	26977
uc010fce.3	0	0	0	0	790	21113
uc010fci.3	0	0	0	0	205	3611
uc010fcp.3	0	0	0	0	64	2386
uc010fcw.3	0	0	0	0	423	7267
uc010fdc.3	0	0	0	0	143	2956
uc010fde.3	0	0	0	0	101	4313
uc010fdg.3	0	0	0	0	773	20089
uc010fdm.1	0	0	0	0	5	81
uc010fdo.3	0	0	0	0	365	7115
uc010fdu.2	0	0	0	0	96	3841
uc010feb.1	0	0	0	0	53	752
uc010fep.3	0	0	0	0	3869	73084
uc010fet.3	0	0	0	0	1435	21579
uc010fex.1	0	0	0	0	76	1050
uc010ffg.1	0	0	0	0	44	842
uc010ffj.3	0	0	0	0	5	183
uc010ffn.1	0	0	0	0	90	1433
uc010ffw.3	0	0	0	0	1	98
uc010ffx.1	0	0	0	0	20	386
uc010fgb.3	0	0	0	0	2639	53185
uc010fgi.2	0	0	0	0	202	4938
uc010fhe.3	0	0	0	0	67	1496
uc010fhg.4	0	0	0	0	145	4381
uc010fhq.2	0	0	0	0	0	22
uc010fia.3	0	0	0	0	358	6240
uc010fik.3	0	0	0	0	702	17711
uc010fil.3	0	0	0	0	358	11921
uc010fip.1	0	0	0	0	4	405
uc010fit.1	0	0	0	0	186	2672
uc010fiu.1	0	0	0	0	187	3182
uc010fiv.3	0	0	0	0	1189	20850
uc010fix.3	0	0	0	0	146	3937
uc010fiz.3	0	0	0	0	68	1880
uc010fjc.3	0	0	0	0	220	3722
uc010fjd.1	0	0	0	0	18	800
uc010fjf.3	0	0	0	0	179	3185
uc010fkh.2	0	0	0	0	198	2431
uc010fkj.1	0	0	0	0	443	8493
uc010fkk.2	0	0	0	0	58	1576
uc010fko.2	0	0	0	0	145	3932
uc010fkr.1	0	0	0	0	27	738
uc010flh.3	0	0	0	0	1	77
uc010flj.2	0	0	0	0	274	8276
uc010flk.3	0	0	0	0	257	9402
uc010flm.3	0	0	0	0	288	7954
uc010flr.3	0	0	0	0	832	18484
uc010flu.3	0	0	0	0	9077	182860
uc010flv.4	0	0	0	0	363	9144
uc010flx.1	0	0	0	0	30	631
uc010fmh.2	0	0	0	0	208	4152
uc010fmm.1	0	0	0	0	3	10
uc010fmt.1	0	0	0	0	91	1249
uc010fmv.2	0	0	0	0	1	87
uc010fna.3	0	0	0	0	215	5686
uc010fne.1	0	0	0	0	0	1
uc010fng.3	0	0	0	0	1379	20471
uc010fnj.1	0	0	0	0	574	12266
uc010fnk.3	0	0	0	0	23	273
uc010fnl.1	0	0	0	0	12160	245883
uc010fnm.3	0	0	0	0	1228	19639
uc010fnv.2	0	0	0	0	275	6648
uc010fod.3	0	0	0	0	1064	22519
uc010fog.2	0	0	0	0	926	23556
uc010fol.1	0	0	0	0	1183	25087
uc010for.3	0	0	0	0	316	6192
uc010fov.1	0	0	0	0	608	13967
uc010fox.2	0	0	0	0	661	16777
uc010fph.1	0	0	0	0	156	5531
uc010fpl.3	0	0	0	0	2471	42144
uc010fpo.3	0	0	0	0	6853	132199
uc010fpv.3	0	0	0	0	76	1129
uc010fpx.3	0	0	0	0	657	11696
uc010fqc.3	0	0	0	0	29	680
uc010fqh.3	0	0	0	0	419	12517
uc010fqm.1	0	0	0	0	142	2607
uc010fqq.3	0	0	0	0	1648	29199
uc010fqs.4	0	0	0	0	503	6157
uc010fqu.4	0	0	0	0	1026	25600
uc010fqy.4	0	0	0	0	0	3
uc010fri.1	0	0	0	0	458	9136
uc010frm.2	0	0	0	0	1190	21843
uc010frp.3	0	0	0	0	147	3744
uc010frs.4	0	0	0	0	179	5697
uc010frt.4	0	0	0	0	1166	19929
uc010fsf.1	0	0	0	0	203	4252
uc010fsh.3	0	0	0	0	681	10118
uc010fsj.2	0	0	0	0	0	29
uc010fsl.1	0	0	0	0	25	828
uc010ftc.1	0	0	0	0	238	5731
uc010ftf.2	0	0	0	0	171	2740
uc010fuh.1	0	0	0	0	43	1548
uc010fui.3	0	0	0	0	366	5578
uc010fuq.3	0	0	0	0	89	2591
uc010fur.3	0	0	0	0	794	25669
uc010fvk.1	0	0	0	0	976	19983
uc010fvs.1	0	0	0	0	809	21920
uc010fvt.4	0	0	0	0	115	2924
uc010fvv.3	0	0	0	0	8	265
uc010fvw.3	0	0	0	0	24	570
uc010fvx.3	0	0	0	0	145	1881
uc010fvy.1	0	0	0	0	29	459
uc010fwb.3	0	0	0	0	22	601
uc010fwc.3	0	0	0	0	15	279
uc010fwe.2	0	0	0	0	31	753
uc010fwg.3	0	0	0	0	271	6090
uc010fwi.2	0	0	0	0	55	1930
uc010fwk.3	0	0	0	0	23	945
uc010fws.1	0	0	0	0	301	7319
uc010fwy.2	0	0	0	0	116	4309
uc010fwz.1	0	0	0	0	2290	46864
uc010fxi.1	0	0	0	0	248	4799
uc010fxl.3	0	0	0	0	1191	20780
uc010fxm.1	0	0	0	0	564	11009
uc010fxr.3	0	0	0	0	658	17026
uc010fxs.1	0	0	0	0	0	5
uc010fxy.1	0	0	0	0	23	455
uc010fxz.3	0	0	0	0	1010	24549
uc010fya.1	0	0	0	0	30	541
uc010fyd.3	0	0	0	0	0	46
uc010fyf.3	0	0	0	0	382	9934
uc010fyj.3	0	0	0	0	1466	26831
uc010fyq.3	0	0	0	0	52	1403
uc010fza.2	0	0	0	0	1067	19652
uc010fzd.1	0	0	0	0	657	18670
uc010fzi.2	0	0	0	0	156	2732
uc010fzj.3	0	0	0	0	2	146
uc010fzk.3	0	0	0	0	1223	22586
uc010fzm.1	0	0	0	0	147	4252
uc010fzs.3	0	0	0	0	0	28
uc010fzu.1	0	0	0	0	10	441
uc010gab.1	0	0	0	0	480	8705
uc010gac.2	0	0	0	0	422	8851
uc010gai.3	0	0	0	0	598	7228
uc010gal.1	0	0	0	0	140	6425
uc010gao.1	0	0	0	0	74	2629
uc010gas.3	0	0	0	0	65	930
uc010gau.1	0	0	0	0	37	470
uc010gax.1	0	0	0	0	253	3520
uc010gbi.3	0	0	0	0	33	839
uc010gbp.3	0	0	0	0	831	12103
uc010gbr.3	0	0	0	0	279	4461
uc010gbt.3	0	0	0	0	174	3945
uc010gbx.3	0	0	0	0	3833	69673
uc010gby.1	0	0	0	0	2108	48605
uc010gce.1	0	0	0	0	1033	22250
uc010gcl.1	0	0	0	0	968	15502
uc010gcz.3	0	0	0	0	0	51
uc010gdc.3	0	0	0	0	576	8990
uc010gdd.3	0	0	0	0	93	994
uc010gdx.1	0	0	0	0	162	3502
uc010geq.3	0	0	0	0	583	11119
uc010gey.2	0	0	0	0	130	2466
uc010gfb.3	0	0	0	0	546	13936
uc010gfc.1	0	0	0	0	0	5
uc010gfg.1	0	0	0	0	157	3424
uc010gfo.1	0	0	0	0	1869	39175
uc010gfq.3	0	0	0	0	157	2095
uc010ggc.3	0	0	0	0	760	21053
uc010ggg.1	0	0	0	0	164	3437
uc010ggh.3	0	0	0	0	191	2844
uc010ggo.3	0	0	0	0	1683	31247
uc010ggq.4	0	0	0	0	247	4461
uc010ggu.3	0	0	0	0	603	8885
uc010ggv.1	0	0	0	0	100	4261
uc010ggz.3	0	0	0	0	13	212
uc010ghg.1	0	0	0	0	22	360
uc010ghi.3	0	0	0	0	3	131
uc010ghk.2	0	0	0	0	627	13544
uc010gie.3	0	0	0	0	2	236
uc010gij.1	0	0	0	0	45	683
uc010gip.1	0	0	0	0	1049	21621
uc010giw.1	0	0	0	0	0	7
uc010gja.2	0	0	0	0	173	5377
uc010gjm.3	0	0	0	0	146	3477
uc010gjo.2	0	0	0	0	228	3613
uc010gkf.2	0	0	0	0	108	2156
uc010gkn.3	0	0	0	0	98	2240
uc010gkv.1	0	0	0	0	4	7669
uc010gkw.2	0	0	0	0	1412	26297
uc010gkx.3	0	0	0	0	511	10773
uc010gky.2	0	0	0	0	858	14472
uc010gla.1	0	0	0	0	1923	34821
uc010gnb.3	0	0	0	0	1741	41194
uc010gnq.4	0	0	0	0	254	7590
uc010gob.4	0	0	0	0	46	953
uc010got.1	0	0	0	0	32	1211
uc010gov.1	0	0	0	0	27	1050
uc010gpe.3	0	0	0	0	392	11323
uc010gpl.1	0	0	0	0	141	3226
uc010gpy.1	0	0	0	0	180	6000
uc010gqb.3	0	0	0	0	811	16873
uc010gqv.1	0	0	0	0	1394	24862
uc010gqx.3	0	0	0	0	209	3760
uc010grb.1	0	0	0	0	658	13480
uc010gro.2	0	0	0	0	1393	18552
uc010grq.2	0	0	0	0	97	1239
uc010grw.2	0	0	0	0	546	10684
uc010gsa.3	0	0	0	0	1	145
uc010gsn.4	0	0	0	0	72	1951
uc010gsu.1	0	0	0	0	158	2662
uc010gtj.1	0	0	0	0	74	1479
uc010gtk.1	0	0	0	0	658	11335
uc010gtl.3	0	0	0	0	425	7960
uc010gts.2	0	0	0	0	14	136
uc010gtu.3	0	0	0	0	61	2200
uc010gtw.1	0	0	0	0	40	1502
uc010gup.3	0	0	0	0	56	1556
uc010guw.1	0	0	0	0	121	2275
uc010gux.3	0	0	0	0	453	17316
uc010gvu.3	0	0	0	0	150	3667
uc010gvy.1	0	0	0	0	6	181
uc010gvz.1	0	0	0	0	136	2520
uc010gwn.3	0	0	0	0	137	2380
uc010gwx.3	0	0	0	0	92	2294
uc010gwz.3	0	0	0	0	65	1342
uc010gxa.1	0	0	0	0	24	510
uc010gxi.3	0	0	0	0	77	1034
uc010gxr.2	0	0	0	0	161	4691
uc010gxu.3	0	0	0	0	210	2301
uc010gyc.1	0	0	0	0	32	1439
uc010gyf.1	0	0	0	0	1046	24296
uc010gyu.3	0	0	0	0	5	184
uc010gyx.1	0	0	0	0	82	694
uc010gzd.3	0	0	0	0	2	101
uc010gzg.3	0	0	0	0	125	5219
uc010gzo.4	0	0	0	0	76	1154
uc010hae.3	0	0	0	0	150	3337
uc010ham.2	0	0	0	0	183	2816
uc010hbe.3	0	0	0	0	725	7034
uc010hbh.1	0	0	0	0	6	184
uc010hbo.2	0	0	0	0	1587	27609
uc010hbp.3	0	0	0	0	167	3855
uc010hbx.3	0	0	0	0	63	1471
uc010hce.2	0	0	0	0	46	1281
uc010hcg.2	0	0	0	0	8994	152240
uc010hcl.3	0	0	0	0	497	8990
uc010hcn.2	0	0	0	0	3	806
uc010hcq.3	0	0	0	0	67	1526
uc010hdc.2	0	0	0	0	57	1081
uc010hdq.3	0	0	0	0	640	11269
uc010hdr.3	0	0	0	0	1367	24141
uc010hdw.1	0	0	0	0	190	4441
uc010heb.3	0	0	0	0	352	5384
uc010hei.1	0	0	0	0	22	623
uc010hes.3	0	0	0	0	492	15478
uc010het.1	0	0	0	0	164	5225
uc010heu.3	0	0	0	0	371	11819
uc010hex.1	0	0	0	0	6294	84033
uc010hfm.3	0	0	0	0	0	2
uc010hga.3	0	0	0	0	295	6588
uc010hgs.3	0	0	0	0	982	22516
uc010hgv.1	0	0	0	0	630	13417
uc010hhb.3	0	0	0	0	327	10966
uc010hhc.1	0	0	0	0	70	1372
uc010hhe.2	0	0	0	0	137	3035
uc010hhr.2	0	0	0	0	11	411
uc010hhw.3	0	0	0	0	3785	85843
uc010hhy.3	0	0	0	0	93	2370
uc010hia.1	0	0	0	0	83	3423
uc010hic.3	0	0	0	0	193	5067
uc010him.3	0	0	0	0	87	3639
uc010hiq.3	0	0	0	0	321	14420
uc010his.1	0	0	0	0	7	172
uc010hit.1	0	0	0	0	939	26298
uc010hji.3	0	0	0	0	925	16376
uc010hjj.1	0	0	0	0	35	653
uc010hjk.1	0	0	0	0	21	393
uc010hjl.3	0	0	0	0	0	59
uc010hjw.3	0	0	0	0	40	1581
uc010hkh.2	0	0	0	0	3	122
uc010hki.1	0	0	0	0	69	3048
uc010hkq.3	0	0	0	0	98	2525
uc010hkw.1	0	0	0	0	0	154
uc010hkx.2	0	0	0	0	2	198
uc010hkz.3	0	0	0	0	9	500
uc010hla.1	0	0	0	0	87	1951
uc010hlc.2	0	0	0	0	343	9121
uc010hlv.3	0	0	0	0	14	481
uc010hmp.1	0	0	0	0	0	4
uc010hmx.4	0	0	0	0	49	1172
uc010hnn.1	0	0	0	0	2253	40456
uc010hno.4	0	0	0	0	150	5671
uc010hoa.3	0	0	0	0	1489	25382
uc010hoc.3	0	0	0	0	691	14694
uc010how.1	0	0	0	0	9024	165140
uc010hpn.3	0	0	0	0	74	1905
uc010hpo.3	0	0	0	0	86	2731
uc010hpy.1	0	0	0	0	637	15376
uc010hqb.2	0	0	0	0	841	17264
uc010hqc.3	0	0	0	0	551	16022
uc010hqf.1	0	0	0	0	384	7044
uc010hqn.1	0	0	0	0	655	10915
uc010hqy.2	0	0	0	0	198	4758
uc010hrc.4	0	0	0	0	643	11238
uc010hrd.2	0	0	0	0	70	1750
uc010hre.1	0	0	0	0	415	8895
uc010hrg.3	0	0	0	0	176	4210
uc010hrh.2	0	0	0	0	524	10739
uc010hrj.3	0	0	0	0	18	370
uc010hrm.3	0	0	0	0	458	15465
uc010hry.3	0	0	0	0	296	7553
uc010hsc.3	0	0	0	0	49	531
uc010hsg.1	0	0	0	0	361	6112
uc010hsv.1	0	0	0	0	838	22529
uc010htg.3	0	0	0	0	434	6838
uc010htj.2	0	0	0	0	859	24635
uc010htl.3	0	0	0	0	268	3861
uc010htp.2	0	0	0	0	262	6155
uc010hty.3	0	0	0	0	68	3454
uc010hue.1	0	0	0	0	33	982
uc010hui.3	0	0	0	0	107	3267
uc010hul.3	0	0	0	0	981	18334
uc010hum.3	0	0	0	0	425	7948
uc010huq.1	0	0	0	0	670	19038
uc010huv.3	0	0	0	0	1210	19533
uc010hva.3	0	0	0	0	979	13113
uc010hvb.3	0	0	0	0	363	7264
uc010hvh.3	0	0	0	0	151	5644
uc010hvq.3	0	0	0	0	80	4227
uc010hvr.1	0	0	0	0	706	18667
uc010hvt.1	0	0	0	0	928	15425
uc010hvu.2	0	0	0	0	107	2355
uc010hvv.3	0	0	0	0	342	8400
uc010hvw.3	0	0	0	0	18	639
uc010hvx.3	0	0	0	0	126	4092
uc010hwo.3	0	0	0	0	16	970
uc010hwq.3	0	0	0	0	315	7283
uc010hws.1	0	0	0	0	149	7638
uc010hwu.2	0	0	0	0	1	269
uc010hxe.3	0	0	0	0	577	10620
uc010hxs.3	0	0	0	0	0	10
uc010hyd.1	0	0	0	0	1299	39248
uc010hyf.3	0	0	0	0	152	6249
uc010hyg.3	0	0	0	0	759	17066
uc010hyh.3	0	0	0	0	1068	13707
uc010hym.3	0	0	0	0	127	2085
uc010hyq.3	0	0	0	0	86	1052
uc010hyr.3	0	0	0	0	37	908
uc010hyy.3	0	0	0	0	140	2125
uc010hze.3	0	0	0	0	200	4886
uc010hzn.3	0	0	0	0	428	10480
uc010hzo.3	0	0	0	0	10	501
uc010hzp.3	0	0	0	0	86	3136
uc010hzx.1	0	0	0	0	163	2884
uc010hzy.3	0	0	0	0	501	8289
uc010iai.3	0	0	0	0	165	3029
uc010ial.3	0	0	0	0	1	60
uc010iba.4	0	0	0	0	804	11425
uc010ibk.1	0	0	0	0	846	19893
uc010ibl.1	0	0	0	0	148	3896
uc010ibs.1	0	0	0	0	764	11687
uc010ibt.3	0	0	0	0	174	4218
uc010ibz.3	0	0	0	0	102	1660
uc010icg.1	0	0	0	0	314	4413
uc010ico.1	0	0	0	0	57	3425
uc010ics.1	0	0	0	0	0	9
uc010icw.3	0	0	0	0	85	2050
uc010idd.1	0	0	0	0	602	9717
uc010idr.1	0	0	0	0	99	1952
uc010idv.2	0	0	0	0	464	7670
uc010idw.2	0	0	0	0	161	4729
uc010idy.2	0	0	0	0	384	6980
uc010iee.3	0	0	0	0	2441	45253
uc010iek.3	0	0	0	0	114	3876
uc010iev.3	0	0	0	0	38	1240
uc010iew.3	0	0	0	0	843	16792
uc010iex.3	0	0	0	0	725	18568
uc010ifc.3	0	0	0	0	596	10361
uc010ifd.3	0	0	0	0	1521	22332
uc010ifg.2	0	0	0	0	503	11731
uc010ify.2	0	0	0	0	127	2418
uc010iga.4	0	0	0	0	226	3570
uc010igc.2	0	0	0	0	1499	20495
uc010igi.3	0	0	0	0	247	5962
uc010igs.3	0	0	0	0	876	17689
uc010igy.1	0	0	0	0	209	4757
uc010iha.2	0	0	0	0	100	2297
uc010ihb.3	0	0	0	0	31	780
uc010ihm.1	0	0	0	0	78	2744
uc010ihv.1	0	0	0	0	29	868
uc010iia.1	0	0	0	0	316	5387
uc010iin.2	0	0	0	0	39	902
uc010iip.3	0	0	0	0	217	4100
uc010ijh.1	0	0	0	0	365	12646
uc010ijn.3	0	0	0	0	235	5589
uc010ijo.3	0	0	0	0	203	4127
uc010ijp.3	0	0	0	0	6672	132795
uc010ijq.1	0	0	0	0	381	5742
uc010ijt.2	0	0	0	0	132	6403
uc010ijv.2	0	0	0	0	0	109
uc010ijx.3	0	0	0	0	334	4246
uc010ikb.3	0	0	0	0	1478	13464
uc010ikg.3	0	0	0	0	4588	76779
uc010ikj.1	0	0	0	0	282	7553
uc010ikk.2	0	0	0	0	705	5699
uc010ikl.3	0	0	0	0	113	2544
uc010ikm.3	0	0	0	0	470	7939
uc010iku.3	0	0	0	0	250	7977
uc010ikx.3	0	0	0	0	7717	179749
uc010iln.2	0	0	0	0	0	3
uc010ilr.3	0	0	0	0	224	5618
uc010ils.2	0	0	0	0	289	6845
uc010ilv.2	0	0	0	0	2209	42756
uc010imm.1	0	0	0	0	130	3009
uc010inb.3	0	0	0	0	1124	26174
uc010ine.3	0	0	0	0	3219	55509
uc010ing.3	0	0	0	0	322	5533
uc010inr.2	0	0	0	0	200	5156
uc010int.4	0	0	0	0	151	1911
uc010inw.3	0	0	0	0	236	6527
uc010iny.1	0	0	0	0	1	38
uc010iob.1	0	0	0	0	761	30695
uc010iod.3	0	0	0	0	2	112
